"STAID","N","N_qSC","DATE.B","DATE.E","Model","ALPHA","ECK.OHS.BETA","ECK.CaF.BETA","CS","CBmn","CBamp","sday","CBamp2","RMSE","NS","ACCEPT","Streamflow","BF_Fraction.ECK.CaF","BF_Fraction.ECK.OHS","Days.ECK.CaF","Days.ECK.OHS"
"'08133250'",6074,3,"2/17/2000","10/17/2016","'sin_cos'",0.964,0.5047,0.0637,151.3403,511.5129,377.844,"4/7/2000",267.213,0.0386,1,"Y",0.3406,0.0192,0.1229,0.0044,0.0158
"'08150800'",19858,12,"8/1/1963","12/12/2017","'sin_cos'",0.9832,0.3232,0.1461,641.4395,969,18.558,"11/17/1999",295.7871,185.0588,0.7641,"Y",18.5144,0.114,0.2141,0.0631,0.1107
"'08158810'",14062,124,"7/7/1979","1/4/2018","'SCfit'",0.9863,0.9702,0.0495,339.4389,NA,NA,NA,NA,1175.2514,0.4755,"Y",7.2366,0.0432,0.7949,0.0244,0.4184
"'08164000'",29060,222,"8/13/1938","3/7/2018","'SCfit'",0.96,0.8545,0.1927,257.1877,NA,NA,NA,NA,2119.4284,0.5467,"Y",371.1786,0.1492,0.5132,0.0734,0.3271
"'08164600'",17432,149,"6/15/1970","3/7/2018","'SCfit'",0.9584,0.9443,0.0658,56,NA,NA,NA,NA,1535.1775,0.5662,"Y",53.7773,0.0508,0.6654,0.062,0.4517
"'08165500'",22047,5,"10/17/1941","11/6/2017","'SCfit'",0.9865,0.928,0.6739,327,NA,NA,NA,NA,26.8802,0.9251,"Y",66.1404,0.5806,0.7642,0.0409,0.1774
"'08175000'",23000,284,"3/10/1930","11/26/2017","'SCfit'",0.9721,0.9291,0.0626,325.1969,NA,NA,NA,NA,6322.7699,0.4982,"Y",128.3436,0.0441,0.5779,0.0569,0.3984
"'08186500'",15625,22,"4/1/1962","1/10/2018","'SCfit'",0.9691,0.0736,0.0284,305.7389,NA,NA,NA,NA,785.0064,0.7175,"Y",34.8634,0.0224,0.0446,0.0505,0.0967
"'08189300'",11593,18,"3/1/1962","11/8/2017","'SCfit'",0.9532,0.7693,0.0464,246.216,NA,NA,NA,NA,411.3563,0.9271,"Y",12.5148,0.0269,0.276,0.0257,0.156
"'08189500'",28621,484,"7/1/1939","11/8/2017","'SCfit'",0.9596,0.3163,0.1518,1550.5678,NA,NA,NA,NA,94070.3061,0.814,"Y",122.1091,0.1142,0.1767,0.0544,0.1055
"'08190000'",34443,93,"10/1/1923","1/17/2018","'SCfit'",0.9813,0.9959,0.6369,218,NA,NA,NA,NA,267.188,0.3048,"Y",158.8273,0.5545,0.9622,0.0562,0.3746
"'08194200'",20404,13,"1/1/1962","11/12/2017","'SCfit'",0.9569,0.247,0.0051,405.9677,NA,NA,NA,NA,1086.7709,0.7961,"Y",46.2131,0.0036,0.0784,0.0345,0.1469
"'08195000'",33733,2323,"9/30/1924","2/7/2018","'SCfit'",0.9853,0.9786,0.6623,338.1669,NA,NA,NA,NA,659.5308,0.8418,"Y",120.5993,0.5936,0.8789,0.0626,0.3247
"'08212400'",12908,34,"1/1/1967","11/1/2017","'SCfit'",0.9604,0.8903,0.0106,536.0746,NA,NA,NA,NA,6240.839,0.7593,"Y",4.6872,0.0041,0.496,0.0107,0.0848
"'08227500'",15166,6,"5/1/1936","9/29/1981","'SCfit'",0.9699,0.8751,0.7253,62.0007,NA,NA,NA,NA,29.3478,0.6342,"Y",12.8892,0.6886,0.8316,0.076,0.148
"'08236000'",21096,12,"5/1/1914","9/29/1982","'SCfit'",0.981,0.6985,0.438,132.4889,NA,NA,NA,NA,104.4412,0.7574,"Y",117.4799,0.3866,0.6129,0.0553,0.0999
"'08267500'",30017,66,"10/1/1934","12/5/2016","'SCfit'",0.9859,0.5978,0.7015,93,NA,NA,NA,NA,365.503,0.6295,"Y",34.0948,0.653,0.5613,0.0625,0.0411
"'08269000'",24676,25,"1/1/1913","10/25/2016","'SCfit'",0.9906,0.8136,0.4167,135.8962,NA,NA,NA,NA,113.358,0.6693,"Y",27.2672,0.3513,0.6853,0.0403,0.1313
"'08271000'",26896,34,"1/1/1913","10/24/2016","'SCfit'",0.9825,0.9216,0.7229,56,NA,NA,NA,NA,62.5629,0.7281,"Y",20.7928,0.6821,0.8817,0.0586,0.1616
"'08321500'",11211,55,"5/14/1951","12/31/1990","'SCfit'",0.9968,0.9943,0.3639,101.7888,NA,NA,NA,NA,117.117,0.3089,"Y",33.2648,0.2934,0.9054,0.0132,0.3431
"'08324000'",24943,113,"10/1/1936","11/17/2015","'SCfit'",0.9945,0.8271,0.2911,240.67,NA,NA,NA,NA,835.5797,0.7912,"Y",71.4024,0.2215,0.5971,0.0215,0.119
"'08354000'",13514,80,"10/1/1947","9/29/1984","'SCfit'",0.9706,0.9208,0.0767,779.0177,NA,NA,NA,NA,5500.2623,0.4343,"Y",14.2802,0.0126,0.4215,0.0038,0.0399
"'08377900'",19498,211,"10/1/1963","2/16/2017","'sin_cos'",0.989,0.6588,0.367,78.5622,117.1838,10.2707,"12/23/1963",10,290.0589,0.4198,"Y",32.2295,0.3031,0.5057,0.0465,0.1143
"'08378500'",33230,49,"10/1/1919","2/21/2018","'SCfit'",0.9925,0.7198,0.4037,145.0346,NA,NA,NA,NA,232.4278,0.402,"Y",99.3002,0.3451,0.562,0.0384,0.118
"'08380500'",32925,72,"9/1/1926","10/22/2016","'SCfit'",0.9857,0.9556,0.3934,131.4713,NA,NA,NA,NA,219.2654,0.7947,"Y",19.3855,0.329,0.8466,0.0443,0.3093
"'08431700'",9129,34,"10/1/1965","9/29/2007","'SCfit'",0.9616,0.9858,0.0305,83,NA,NA,NA,NA,123.4509,0.5989,"Y",3.1975,0.0234,0.8828,0.011,0.106
"'09034900'",19010,207,"10/1/1965","10/17/2017","'SCfit'",0.9835,0.3839,0.3749,46.1809,NA,NA,NA,NA,160.0609,0.3914,"Y",10.3505,0.3272,0.3339,0.0502,0.0513
"'09035800'",16800,248,"10/1/1965","9/29/2011","'SCfit'",0.9805,0.2055,0.607,56.1658,NA,NA,NA,NA,150.9784,0.5252,"Y",9.2463,0.5477,0.205,0.0601,6e-04
"'09035900'",19051,263,"10/1/1965","11/27/2017","'SCfit'",0.9855,0.5962,0.5596,52.9116,NA,NA,NA,NA,159.2309,0.6605,"Y",33.5004,0.4948,0.5241,0.0591,0.0651
"'09040000'",13335,68,"4/1/1937","10/5/1983","'sin_cos'",0.983,0.6675,0.2472,130.7912,212.4876,46.9991,"8/28/1976",10,286.7941,0.485,"Y",28.8349,0.2001,0.5356,0.0441,0.1051
"'09047700'",21919,247,"10/1/1957","10/4/2017","'SCfit'",0.986,0.95,0.6831,50.6335,NA,NA,NA,NA,238.6075,0.3571,"Y",6.2127,0.6269,0.9108,0.0508,0.1706
"'09058500'",18141,222,"10/1/1947","9/30/2017","'SCfit'",0.9822,0.0822,0.2709,38.2337,NA,NA,NA,NA,252.7176,0.313,"Y",25.8983,0.2283,0.0803,0.0474,0.0047
"'09058700'",14609,177,"10/1/1964","9/29/2004","'SCfit'",0.9824,0.5895,0.1856,131.6992,NA,NA,NA,NA,573.4233,0.4242,"Y",1.3419,0.1546,0.435,0.0315,0.0932
"'09058800'",14609,155,"10/1/1964","9/29/2004","'SCfit'",0.9796,0.5251,0.4225,41.772,NA,NA,NA,NA,244.0715,0.5397,"Y",4.3191,0.3639,0.446,0.0512,0.0637
"'09066000'",23015,280,"10/1/1947","10/4/2017","'SCfit'",0.9861,0.0887,0.3325,143.8669,NA,NA,NA,NA,1490.1448,0.4131,"Y",16.8536,0.2745,0.0886,0.0577,0
"'09066300'",19360,297,"10/1/1964","10/2/2017","'SCfit'",0.9841,0.9822,0.2317,63.0719,NA,NA,NA,NA,853.7175,0.548,"Y",5.6107,0.1939,0.9504,0.0489,0.3287
"'09066400'",16436,229,"10/1/1963","9/29/2008","'SCfit'",0.9773,0.1987,0.3838,61.6977,NA,NA,NA,NA,227.131,0.5782,"Y",8.8509,0.3331,0.1879,0.0567,0.0211
"'09074800'",9161,162,"9/1/1969","9/30/1994","'SCfit'",0.9867,0.5014,0.6271,205.6348,NA,NA,NA,NA,923.8837,0.5314,"Y",43.3623,0.5704,0.4714,0.0572,0.0339
"'09075700'",9160,152,"9/1/1969","9/29/1994","'SCfit'",0.9898,0.5014,0.6181,260.8666,NA,NA,NA,NA,1349.6638,0.7293,"Y",67.6812,0.5663,0.4763,0.0721,0.037
"'09081600'",22749,352,"10/1/1955","1/11/2018","'sin_cos'",0.9896,0.0928,0.3803,191.8191,992.2834,43.9171,"5/17/1976",115.3285,1655.2595,0.8075,"Y",293.784,0.3205,0.0927,0.0613,0
"'09107000'",13013,217,"6/1/1929","1/16/2018","'SCfit'",0.9833,0.9182,0.6974,62.0677,NA,NA,NA,NA,150.0942,0.7486,"Y",106.6011,0.6484,0.8699,0.0622,0.1687
"'09132940'",2475,11,"8/28/2001","10/31/2013","'SCfit'",0.9916,0.9892,0.0802,141.4198,NA,NA,NA,NA,59.8555,0.7098,"Y",27.7753,0.0529,0.9031,0.0287,0.4545
"'09182000'",8649,50,"7/11/1950","10/6/1975","'SCfit'",0.9875,0.3612,0.5092,202.4912,NA,NA,NA,NA,158.0625,0.5293,"Y",1.2233,0.4557,0.3317,0.0228,0.0113
"'09196500'",22002,163,"10/1/1954","11/13/2017","'SCfit'",0.9738,0.8191,0.6021,15.7719,NA,NA,NA,NA,191.9676,0.3214,"Y",173.6049,0.5557,0.748,0.082,0.1425
"'09203000'",19723,52,"10/1/1938","9/29/1992","'SCfit'",0.9792,0.0689,0.2678,15.9247,NA,NA,NA,NA,228.9782,0.9774,"Y",102.748,0.2324,0.068,0.0651,0.0065
"'09208000'",11332,47,"10/1/1950","10/9/1981","'SCfit'",0.9884,0.9746,0.4729,130,NA,NA,NA,NA,274.5445,0.4621,"Y",14.2914,0.4071,0.9304,0.0444,0.2395
"'09217900'",16541,34,"8/1/1966","11/14/2017","'sin_cos'",0.9857,0.6997,0.4078,80.1617,154.6736,42.9541,"10/27/2009",10,172.5559,0.61,"Y",154.6549,0.3541,0.5866,0.0601,0.119
"'09220500'",13459,15,"7/1/1939","9/29/1981","'sin_cos'",0.9887,0.8977,0.1398,159.2497,60,126.0557,"6/11/1975",10,154.5649,0.5354,"Y",23.5853,0.1075,0.6992,0.0383,0.1924
"'09235600'",13149,116,"10/1/1957","9/30/1993","'sin_cos'",0.9967,0.999,0.0159,176.8905,274.6845,112.4496,"10/1/1971",33.0434,698.4748,0.5629,"Y",3.779,0.0063,0.9759,0.0021,0.2777
"'09276000'",14244,124,"10/1/1945","9/29/1984","'SCfit'",0.9872,0.8465,0.8324,230.0849,NA,NA,NA,NA,337.877,0.5447,"Y",7.8833,0.8029,0.8165,0.0363,0.0396
"'09278500'",12526,119,"8/1/1949","9/29/1988","'SCfit'",0.9885,0.4794,0.3988,45.641,NA,NA,NA,NA,147.8784,0.5334,"Y",154.375,0.3468,0.3994,0.0641,0.0818
"'09288900'",8156,145,"6/1/1964","9/29/1986","'SCfit'",0.9813,0.9877,0.8932,800,NA,NA,NA,NA,1389.382,0.5747,"Y",4.204,0.8716,0.9784,0.0841,0.2509
"'09298000'",11754,97,"8/1/1949","10/5/1981","'SCfit'",0.9891,0.8758,0.5988,146.7094,NA,NA,NA,NA,366.4106,0.6051,"Y",6.0781,0.5138,0.7669,0.0487,0.0859
"'09302450'",9130,133,"10/1/1964","9/29/1989","'SCfit'",0.9881,0.4873,0.1408,223.0932,NA,NA,NA,NA,612.626,0.7083,"Y",23.2823,0.1011,0.3091,0.0409,0.0847
"'09306007'",8931,3216,"4/18/1974","9/29/1998","'SCfit'",0.9908,0.9952,0.4376,443.5533,NA,NA,NA,NA,2865.6891,0.8187,"Y",20.794,0.372,0.9792,0.0277,0.3733
"'09306242'",16062,318,"3/14/1974","3/4/2018","'SCfit'",0.9865,0.9947,0.5964,323.0689,NA,NA,NA,NA,2354.102,0.4927,"Y",1.547,0.5299,0.981,0.0278,0.2909
"'09338000'",7456,8,"8/1/1950","9/29/1972","'SCfit'",0.9861,0.6494,0.8536,70,NA,NA,NA,NA,30.7124,0.3438,"Y",23.702,0.8066,0.6266,0.037,0.0153
"'09339900'",16435,186,"10/1/1956","9/29/2003","'SCfit'",0.9952,0.7694,0.1845,92.5551,NA,NA,NA,NA,274.4363,0.6379,"Y",87.2143,0.1505,0.5009,0.0186,0.1294
"'09340000'",16436,43,"10/1/1935","9/29/1980","'SCfit'",0.9945,0.1274,0.1824,112.3068,NA,NA,NA,NA,178.7107,0.3645,"Y",118.9061,0.1469,0.1141,0.0255,0.0111
"'09352900'",20132,523,"10/1/1962","11/12/2017","'SCfit'",0.9828,0.39,0.5088,56.7,NA,NA,NA,NA,245.5869,0.5901,"Y",142.9537,0.4554,0.3602,0.0763,0.0466
"'09378630'",19014,130,"10/1/1965","10/31/2017","'SCfit'",0.9793,0.9934,0.0506,95,NA,NA,NA,NA,792.2629,0.6961,"Y",1.0699,0.0401,0.9738,0.0126,0.1983
"'09378700'",8399,101,"10/1/1964","9/29/1987","'SCfit'",0.9866,0.9873,0.0621,253.6454,NA,NA,NA,NA,1644.5247,0.3855,"Y",8.9775,0.0377,0.8567,0.0158,0.2621
"'09386900'",17179,37,"10/1/1969","10/12/2016","'SCfit'",0.9837,0.8175,0.0231,298.9898,NA,NA,NA,NA,513.6178,0.6061,"Y",4.999,0.0165,0.4917,0.0128,0.1678
"'09403000'",19308,157,"10/1/1923","4/12/1993","'SCfit'",0.9881,0.8639,0.701,236.2438,NA,NA,NA,NA,515.28,0.3445,"Y",34.8415,0.6299,0.7886,0.0396,0.0728
"'09430500'",32584,81,"12/1/1927","2/14/2017","'SCfit'",0.9859,0.9607,0.5079,195.2341,NA,NA,NA,NA,255.9394,0.722,"Y",157.5718,0.4467,0.853,0.0563,0.3199
"'09470800'",10900,83,"10/1/1959","1/4/2018","'SCfit'",0.9798,0.9965,0.372,291,NA,NA,NA,NA,278.8976,0.5806,"Y",1.3634,0.3433,0.9808,0.0585,0.3682
"'09494000'",22273,45,"10/1/1917","10/23/2017","'sin_cos'",0.9842,0.3864,0.4027,181.2799,489.0876,10,"1/29/1976",121.9805,451.0754,0.5802,"Y",180.6574,0.3549,0.3413,0.0629,0.0595
"'09505200'",19029,5,"10/1/1961","1/16/2018","'sin_cos'",0.9789,0.4755,0.284,108.9247,258.7837,10,"9/16/1967",164.3978,17.7354,0.9885,"Y",29.8572,0.2012,0.3077,0.0254,0.0446
"'09505350'",20890,7,"10/1/1960","12/10/2017","'SCfit'",0.9825,0.9858,0.0014,35,NA,NA,NA,NA,18.3321,0.7665,"Y",40.0451,9e-04,0.8267,0.0125,0.1914
"'09505800'",19398,237,"12/5/1964","1/15/2018","'SCfit'",0.9781,0.9259,0.3806,105.4983,NA,NA,NA,NA,596.5697,0.7278,"Y",57.9278,0.2883,0.7117,0.0387,0.1449
"'09508300'",18392,175,"6/4/1967","10/10/2017","'sin_cos'",0.9808,0.986,0.0162,42.2891,307.7203,46.9123,"8/21/1968",94.0281,1298.9583,0.391,"Y",13.9013,0.014,0.8136,0.0201,0.4091
"'09515500'",13480,13,"1/1/1938","9/29/1982","'SCfit'",0.97,0.9657,0.2717,473.5228,NA,NA,NA,NA,80.3955,0.7645,"Y",24.1439,0.22,0.8064,0.0378,0.2245
"'10041000'",15706,164,"10/1/1949","9/30/1992","'SCfit'",0.9888,0.4451,0.4824,651.6963,NA,NA,NA,NA,3295.9363,0.5551,"Y",54.5875,0.4263,0.3991,0.0645,0.0553
"'10058600'",9496,108,"10/1/1960","9/30/1986","'SCfit'",0.9899,0.9112,0.8386,186.0691,NA,NA,NA,NA,453.9491,0.4809,"Y",31.3431,0.8072,0.8821,0.0679,0.0943
"'10093000'",17809,186,"3/1/1940","10/3/2010","'SCfit'",0.9931,0.9765,0.4251,207.0963,NA,NA,NA,NA,443.0648,0.3687,"Y",87.0693,0.3634,0.9168,0.0837,0.3045
"'10166430'",14711,132,"7/1/1965","10/10/2016","'SCfit'",0.9853,0.9952,0.5167,309.5972,NA,NA,NA,NA,765.7931,0.3077,"Y",3.3321,0.4659,0.9854,0.0568,0.3451
"'10172800'",19901,226,"7/25/1963","1/17/2018","'SCfit'",0.9808,0.5518,0.8441,215.9699,NA,NA,NA,NA,574.3359,0.5533,"Y",6.5264,0.8131,0.543,0.0548,0.0131
"'10172875'",3399,40,"6/21/2003","10/9/2012","'SCfit'",0.9738,0.9699,0.3578,53.5534,NA,NA,NA,NA,148.8922,0.5691,"Y",3.5846,0.3154,0.9443,0.0715,0.2868
"'10173450'",19360,181,"10/1/1964","10/3/2017","'SCfit'",0.9864,0.8977,0.566,153.6196,NA,NA,NA,NA,294.2471,0.325,"Y",49.2705,0.5034,0.8249,0.067,0.1774
"'10208500'",9130,123,"10/1/1964","9/29/1989","'SCfit'",0.9893,0.9923,0.293,298.3968,NA,NA,NA,NA,493.9633,0.3101,"Y",12.3189,0.2343,0.9687,0.0574,0.3578
"'10219200'",12052,198,"10/1/1962","9/29/1995","'SCfit'",0.9901,0.7772,0.3933,495.9639,NA,NA,NA,NA,1700.3794,0.668,"Y",7.865,0.3428,0.6421,0.0285,0.102
"'10224100'",12052,141,"10/1/1964","9/29/1997","'sin_cos'",0.9831,0.8048,0.4281,140.086,255.2656,58.6183,"8/20/1971",10,368.2072,0.7068,"Y",2.9669,0.365,0.7217,0.0649,0.1226
"'10234500'",37866,231,"3/15/1914","11/14/2017","'SCfit'",0.9907,0.5574,0.5493,89.423,NA,NA,NA,NA,269.8035,0.6358,"Y",51.6579,0.4855,0.4916,0.035,0.0366
"'10242000'",31575,213,"6/1/1915","11/21/2017","'SCfit'",0.9943,0.9909,0.3207,219.3717,NA,NA,NA,NA,1753.0448,0.4803,"Y",34.4079,0.2611,0.9245,0.0257,0.347
"'10243700'",17524,6,"5/29/1914","10/16/2017","'SCfit'",0.9727,0.9958,0.9266,54,NA,NA,NA,NA,31.2131,0.3222,"Y",10.4785,0.9165,0.9943,0.0569,0.18
"'10245900'",10226,36,"10/1/1977","9/29/2005","'SCfit'",0.9893,0.6113,0.3998,57.0772,NA,NA,NA,NA,39.3424,0.4645,"Y",5.4898,0.3404,0.4898,0.0406,0.0778
"'10245910'",9861,30,"10/1/1977","9/29/2005","'SCfit'",0.9923,0.9851,0.3104,81,NA,NA,NA,NA,48.4969,0.4039,"Y",2.3072,0.2507,0.9418,0.0292,0.2851
"'10249300'",19068,214,"8/5/1965","10/18/2017","'SCfit'",0.9904,0.5583,0.3962,105.8175,NA,NA,NA,NA,210.8536,0.366,"Y",6.4418,0.3249,0.4451,0.059,0.0872
"'10249900'",8034,81,"10/1/1960","9/29/1982","'SCfit'",0.9826,0.686,0.9667,51.3613,NA,NA,NA,NA,24.4093,0.5972,"Y",8.8678,0.9589,0.6834,0.1108,0.001
"'10291500'",16996,102,"4/1/1911","10/13/2015","'SCfit'",0.9897,0.6286,0.5251,40.6577,NA,NA,NA,NA,137.9296,0.6667,"Y",59.3624,0.4646,0.5503,0.073,0.0931
"'10295500'",20088,68,"10/1/1944","9/29/2008","'sin_cos'",0.9905,0.1093,0.4961,108.48,595.0526,55.0358,"6/30/1977",10.9887,377.4812,0.7851,"Y",54.1951,0.4269,0.1091,0.0527,0
"'10316500'",29662,55,"5/1/1915","11/14/2016","'sin_cos'",0.9765,0.3805,0.4129,125.4504,187.9614,15.8524,"4/14/1977",19.9764,183.4088,0.4401,"Y",44.0073,0.368,0.3402,0.072,0.0675
"'10329500'",35081,49,"10/1/1921","10/17/2017","'sin_cos'",0.9865,0.1697,0.3393,116.2474,271,10,"4/27/1977",10,179.8069,0.792,"Y",34.392,0.2843,0.1542,0.05,0.0198
"'10336580'",7811,488,"5/12/1990","9/29/2011","'SCfit'",0.9787,0.9501,0.3088,15.2365,NA,NA,NA,NA,136.2905,0.743,"Y",36.8158,0.2706,0.888,0.0867,0.3192
"'10336645'",13630,1605,"7/7/1980","10/30/2017","'SCfit'",0.977,0.9897,0.3023,8,NA,NA,NA,NA,241.755,0.8644,"Y",16.5747,0.2552,0.9587,0.0704,0.3827
"'10336660'",20821,1566,"10/1/1960","10/2/2017","'SCfit'",0.9854,0.9906,0.2297,17.4232,NA,NA,NA,NA,239.3238,0.8435,"Y",36.1844,0.1863,0.9552,0.0817,0.4348
"'10336674'",7337,316,"10/1/1991","11/1/2011","'SCfit'",0.9846,0.9942,0.1236,21,NA,NA,NA,NA,72.0973,0.7679,"Y",16.0955,0.0963,0.9718,0.0964,0.5077
"'103366993'",7640,415,"5/1/1990","3/31/2011","'SCfit'",0.971,0.9546,0.9387,23.4233,NA,NA,NA,NA,64.2369,0.7586,"Y",3.8899,0.9281,0.9445,0.1229,0.149
"'10336740'",10226,578,"10/1/1983","9/29/2011","'SCfit'",0.9681,0.9926,0.7951,60,NA,NA,NA,NA,262.3952,0.7598,"Y",0.5542,0.7667,0.9856,0.0712,0.2831
"'103367592'",6403,352,"11/18/1989","3/31/2011","'SCfit'",0.978,0.9363,0.9831,40.7308,NA,NA,NA,NA,52.8619,0.3542,"Y",0.8761,0.9805,0.933,0.0976,0.0381
"'10336770'",7619,319,"5/22/1990","3/31/2011","'SCfit'",0.9876,0.4926,0.6873,22.6157,NA,NA,NA,NA,86.0663,0.8679,"Y",10.3703,0.63,0.4677,0.052,0.0186
"'10343500'",23440,3583,"10/1/1953","12/3/2017","'SCfit'",0.9927,0.985,0.3262,54.0726,NA,NA,NA,NA,406.3517,0.9511,"Y",11.9026,0.2572,0.9214,0.0584,0.3719
"'10348850'",9985,41,"10/1/1984","10/9/2017","'SCfit'",0.9876,0.4563,0.6997,74.303,NA,NA,NA,NA,50.1189,0.3886,"Y",11.3801,0.6418,0.4322,0.045,0.0146
"'10353000'",12063,28,"10/1/1948","10/16/1981","'SCfit'",0.9902,0.4739,0.1471,139.4856,NA,NA,NA,NA,162.5739,0.5606,"Y",25.8338,0.1131,0.3425,0.047,0.0995
"'10353600'",9131,40,"10/1/1962","9/30/1995","'SCfit'",0.9892,0.8083,0.3584,119.2719,NA,NA,NA,NA,99.0993,0.5393,"Y",6.3064,0.2942,0.6973,0.0492,0.119
"'10353750'",7778,22,"7/22/1987","11/5/2008","'SCfit'",0.9916,0.6205,0.6011,89.7957,NA,NA,NA,NA,29.9685,0.3986,"Y",3.3555,0.5306,0.5468,0.0611,0.0638
"'10396000'",32603,106,"4/1/1911","10/3/2017","'SCfit'",0.9942,0.9329,0.3805,47.7564,NA,NA,NA,NA,99.0871,0.6437,"Y",127.4224,0.3188,0.7746,0.0485,0.2071
"'11114500'",7791,25,"6/1/1948","9/29/1969","'SCfit'",0.9812,0.9756,0.4111,528,NA,NA,NA,NA,416.2901,0.7021,"Y",27.5156,0.3627,0.8355,0.0226,0.2903
"'11120500'",27788,150,"1/1/1941","10/19/2017","'SCfit'",0.9643,0.22,0.2134,981.6623,NA,NA,NA,NA,3923.2256,0.6922,"Y",2.7171,0.1723,0.1762,0.031,0.0328
"'11124500'",27893,138,"10/1/1941","2/11/2018","'SCfit'",0.9756,0.9816,0.2585,724.2314,NA,NA,NA,NA,1463.6227,0.4555,"Y",19.3702,0.2495,0.8889,0.0505,0.307
"'11143500'",14974,13,"10/1/1942","9/29/1983","'sin_cos'",0.9763,0.827,0.1224,338.5189,665.8666,76.133,"10/27/1971",80.1244,312.3504,0.6313,"Y",19.4705,0.105,0.4741,0.023,0.1768
"'11154700'",7838,43,"10/1/1993","4/11/2016","'SCfit'",0.9791,0.9745,0.7136,583,NA,NA,NA,NA,496.6948,0.6554,"Y",3.6189,0.6754,0.9195,0.0862,0.3405
"'11160020'",8934,28,"7/17/1968","12/31/1992","'SCfit'",0.9935,0.9975,0.1888,140,NA,NA,NA,NA,321.817,0.7282,"Y",6.1627,0.1622,0.9423,0.0193,0.4364
"'11160300'",12876,11,"10/1/1957","12/31/1992","'SCfit'",0.9896,0.9801,0.138,363,NA,NA,NA,NA,106.693,0.9134,"Y",10.9826,0.1235,0.759,0.0269,0.4229
"'11162500'",24312,70,"4/14/1951","11/5/2017","'SCfit'",0.9869,0.9861,0.2227,144.304,NA,NA,NA,NA,998.1615,0.722,"Y",41.3656,0.2016,0.8587,0.0435,0.488
"'11203580'",6557,426,"1/22/2000","1/3/2018","'SCfit'",0.9896,0.993,0.4441,38,NA,NA,NA,NA,98.6984,0.9754,"Y",16.4034,0.3975,0.96,0.0924,0.5237
"'11204100'",6333,440,"9/2/2000","1/3/2018","'SCfit'",0.9883,0.9972,0.2756,63,NA,NA,NA,NA,213.1122,0.9768,"Y",35.2928,0.2442,0.9759,0.0553,0.553
"'11220000'",7304,57,"10/1/1953","9/29/1973","'sin_cos'",0.9794,0.8556,0.3076,72.6802,120.1824,10,"11/1/1960",37.7466,124.4406,0.6644,"Y",50.2856,0.2907,0.6959,0.0727,0.2788
"'11264500'",37361,361,"8/23/1915","12/5/2017","'SCfit'",0.9739,0.2297,0.3684,15.6733,NA,NA,NA,NA,156.491,0.4619,"Y",354.9565,0.3373,0.2151,0.0972,0.0731
"'11266500'",36887,9,"10/1/1916","10/3/2017","'SCfit'",0.9758,0.8958,0.4149,12.47,NA,NA,NA,NA,10.5081,0.8867,"Y",629.5298,0.3775,0.8263,0.096,0.2411
"'11281000'",28673,3,"4/1/1923","9/30/2002","'sin_cos'",0.9827,0.7895,0.4518,99.1855,123.4556,13.8974,"7/30/1977",12.6884,1.5317,0.9919,"Y",97.0557,0.4095,0.7044,0.0933,0.1751
"'11379000'",15339,74,"10/1/1940","9/29/1982","'sin_cos'",0.9837,0.6727,0.5148,71.9875,163.9643,18.8905,"10/12/1960",20.2818,100.5629,0.8627,"Y",150.7371,0.449,0.5421,0.0702,0.1251
"'11384000'",20453,158,"10/1/1930","9/29/1986","'sin_cos'",0.9816,0.6201,0.4308,85.0744,207.9511,11.1496,"10/10/1960",24.0813,275.7031,0.8113,"Y",149.5015,0.3728,0.4844,0.0634,0.1231
"'11467500'",8720,64,"10/1/1950","6/30/1994","'sin_cos'",0.9774,0.5835,0.1822,170.0768,270.2445,10,"10/11/1960",30.6151,223.2778,0.6734,"Y",391.3651,0.1624,0.3737,0.0768,0.2516
"'11468000'",24487,107,"10/1/1950","10/15/2017","'sin_cos'",0.9741,0.5834,0.2586,182.9242,274.3274,18.9115,"10/11/1960",21.0199,396.4996,0.4323,"Y",497.198,0.2248,0.4081,0.088,0.2128
"'11468500'",24124,66,"10/1/1951","10/17/2017","'sin_cos'",0.9756,0.6168,0.3055,118.0604,170.292,10,"10/11/1960",19.2953,132.5844,0.6111,"Y",204.4436,0.2629,0.4425,0.0709,0.1913
"'11472900'",7668,22,"10/1/1958","9/29/2005","'sin_cos'",0.9744,0.2846,0.2833,160.8252,427,71.9957,"11/7/1964",101.5437,182.1045,0.8627,"Y",336.0668,0.2619,0.2629,0.1112,0.112
"'11473900'",19011,12,"10/1/1965","10/18/2017","'sin_cos'",0.9731,0.9729,0.3129,71.3038,287.9163,23.3898,"10/14/1965",159.9988,169.8808,0.8106,"Y",1524.3096,0.2913,0.8836,0.1368,0.5272
"'11475560'",18210,285,"10/1/1967","8/8/2017","'SCfit'",0.9746,0.3298,0.4267,93.9232,NA,NA,NA,NA,202.5379,0.7052,"Y",25.0204,0.3717,0.3035,0.0802,0.0474
"'11478500'",24518,229,"10/1/1950","11/15/2017","'SCfit'",0.9763,0.18,0.2705,145.7858,NA,NA,NA,NA,565.1718,0.7133,"Y",844.8314,0.244,0.1726,0.1318,0.0828
"'11481500'",16831,47,"10/1/1953","10/31/2017","'SCfit'",0.974,0.9831,0.4824,56,NA,NA,NA,NA,137.8135,0.7606,"Y",224.8877,0.4424,0.9278,0.1253,0.5517
