location;GWT [°C];LST [°C];Lon;Lat;ET [g/m²/s];snowdays;DT [K]
Germany_Karlsruhe;13.63;12.71;8.33;49.01;0.0175;0.013;0.92
Germany_Karlsruhe;14.06;12.71;8.32;49.02;0.0175;0.013;1.35
Germany_Karlsruhe;13.31;12.92;8.36;49;0.0196;0.011;0.4
Germany_Karlsruhe;13.34;12.88;8.34;49;0.0175;0.01;0.46
Germany_Karlsruhe;12.54;12.91;8.41;49;0.0196;0.01;-0.37
Germany_Karlsruhe;17.21;12.92;8.37;49.03;0.0175;0.016;4.29
Germany_Karlsruhe;12.77;12.98;8.37;49;0.0196;0.016;-0.2
Germany_Karlsruhe;17.48;13.04;8.36;49.02;0.0175;0.015;4.44
Germany_Karlsruhe;15.95;13.04;8.35;49.02;0.0175;0.012;2.91
Germany_Karlsruhe;13.95;13.06;8.44;49.01;0.0175;0.011;0.88
Germany_Karlsruhe;14.26;13.05;8.38;49.02;0.0175;0.012;1.21
Germany_Karlsruhe;13.31;13.15;8.39;49;0.0196;0.011;0.16
Germany_Karlsruhe;14.44;13.15;8.4;49;0.0196;0.011;1.29
Germany_Karlsruhe;12.46;13.22;8.36;49.01;0.0175;0.01;-0.77
Germany_Karlsruhe;14.98;13.22;8.38;49.01;0.0175;0.009;1.76
Germany_Karlsruhe;12.69;13.22;8.37;49.01;0.0175;0.009;-0.53
Germany_Karlsruhe;13.5;13.24;8.42;49.01;0.0175;0.011;0.25
Germany_Karlsruhe;14.55;13.24;8.41;49.01;0.0175;0.01;1.31
Germany_Karlsruhe;14.59;13.27;8.37;49.02;0.0175;0.009;1.33
Germany_Karlsruhe;15.12;13.32;8.39;49.01;0.0175;0.008;1.81
Germany_Karlsruhe;15.93;13.33;8.35;49.01;0.0175;0.01;2.6
Germany_Karlsruhe;14.22;13.33;8.36;49.02;0.0175;0.008;0.89
Germany_Karlsruhe;15.53;13.34;8.4;49.01;0.0175;0.008;2.18
Guatemala;28.63;25.21;-89.88;14.49;0.032;0;3.41
Guatemala;26.49;26.32;-89.9;14.29;0.032;0;0.17
France, Guiana;27.3;23.36;-52.34;3.17;0.0401;0.004;3.94
France, Guiana;30.82;23.37;-53.55;5.52;0.0397;0.004;7.45
France, Guiana;27.05;23.68;-53.88;5.57;0.0364;0.003;3.37
France, Guiana;26.71;23.68;-53.88;5.57;0.0364;0.003;3.03
France, Guiana;28.1;23.96;-54.38;4.28;0.0517;0;4.14
France, Guiana;26.43;24.18;-53.82;5.6;0.0364;0;2.26
France, Guiana;27.67;24.23;-53;5.36;0.0368;0.002;3.44
France, Guiana;31.29;24.41;-54.33;5.18;0.0429;0.003;6.89
France, Guiana;29.36;25.08;-52.56;5.06;0.0278;0;4.28
Honduras;23.38;21.14;-87.95;14.87;0.0287;0.001;2.23
Honduras;24.25;21.64;-88;14.93;0.0298;0.001;2.61
Honduras;24.08;21.91;-87.97;14.91;0.0287;0;2.17
Honduras;21.95;22.34;-87.96;14.78;0.0287;0;-0.39
Honduras;23.18;22.75;-87.98;14.96;0.0287;0;0.43
Honduras;21.64;23.19;-88.02;14.96;0.0298;0;-1.55
Honduras;24.34;24.14;-89.23;14.51;0.0302;0;0.2
Honduras;24.94;24.2;-89.21;14.49;0.0293;0;0.74
Honduras;28.72;24.24;-87.75;15.03;0.0373;0;4.48
Honduras;24.66;24.97;-89.2;14.4;0.0293;0;-0.31
Honduras;24.66;25;-89.2;14.4;0.0293;0;-0.34
Honduras;25.3;25;-89.2;14.4;0.0293;0;0.3
Honduras;23.91;25.12;-89.21;14.38;0.0293;0;-1.2
Indonesia (Eiche);26.6;26.3;110.73;-7.97;0.0346;0;0.3
Indonesia (Eiche);29.3;27.2;110.67;-7.96;0.0346;0;2.1
Indonesia (Eiche);29.3;27.15;110.66;-7.96;0.0346;0;2.15
Indonesia (Eiche);27.9;27.28;110.62;-7.93;0.0346;0;0.62
Indonesia (Eiche);27.5;27.31;110.6;-7.99;0.0346;0.001;0.19
Indonesia (Eiche);27.3;27.31;110.6;-7.99;0.0346;0.001;-0.01
Indonesia (Eiche);28.8;27.4;110.6;-7.98;0.0346;0.002;1.4
Indonesia (Eiche);26.9;27.08;110.59;-7.96;0.0346;0;-0.18
Indonesia (Eiche);28.3;27.23;110.64;-7.99;0.0346;0;1.07
Indonesia (Irawan et al.);26.3;27.27;106.82;-6.41;0.037;0;-0.97
Indonesia (Irawan et al.);30.4;27.27;106.82;-6.41;0.037;0;3.13
Indonesia (Irawan et al.);31.8;27.27;106.82;-6.41;0.037;0;4.53
Indonesia (Irawan et al.);25.9;26.98;106.83;-6.63;0.0374;0;-1.08
Indonesia (Irawan et al.);26.5;26.98;106.82;-6.63;0.0374;0;-0.48
Indonesia (Irawan et al.);26.4;26.98;106.82;-6.63;0.0374;0;-0.58
Indonesia (Irawan et al.);25.7;26.98;106.82;-6.63;0.0374;0;-1.28
Indonesia (Irawan et al.);26.1;26.98;106.82;-6.62;0.0374;0;-0.88
Indonesia (Irawan et al.);26.5;26.98;106.82;-6.62;0.0374;0;-0.48
Indonesia (Irawan et al.);26;26.98;106.82;-6.62;0.0374;0;-0.98
Indonesia (Irawan et al.);28.8;27.41;106.82;-6.41;0.037;0;1.39
Iraq;20.7;23.26;43.62;36.65;0.0094;0.001;-2.56
Iraq;22;23.34;43.38;36.59;0.0098;0.001;-1.34
Iraq;21;24.01;43.75;36.76;0.0104;0.002;-3.01
Iraq;21.8;23.96;43.56;36.5;0.0094;0.001;-2.16
Iraq;22;24.1;43.43;36.67;0.0098;0;-2.1
Iraq;21;24.32;43.61;36.41;0.0075;0.001;-3.32
Iraq;21.5;24.91;43.57;36.45;0.0075;0.001;-3.41
Jordan (SMART);23.19;22.3;36.23;32.44;0.007;0;0.89
Jordan (Zeemann et al.);24.3;21.16;35.72;32.05;0.009;0.002;3.14
Jordan (Zeemann et al.);19.3;21.28;35.73;32.03;0.009;0.002;-1.98
Jordan (Zeemann et al.);19.3;21.76;35.73;32.02;0.009;0.001;-2.46
Jordan (Zeemann et al.);20.45;21.9;35.76;32.02;0.0079;0.001;-1.45
Jordan (Zeemann et al.);20.75;22.41;35.75;32.01;0.009;0.001;-1.66
Jordan (Zeemann et al.);21.05;23.41;35.73;31.99;0.0069;0.001;-2.36
Jordan (Zeemann et al.);17.95;23.47;35.77;31.92;0.0058;0;-5.52
Jordan (Zeemann et al.);22.95;26.73;35.67;31.85;0.0069;0;-3.78
Jordan (Zeemann et al.);25.25;27.32;35.6;31.92;0.0069;0;-2.07
Kenya;25.13;24.78;34.38;-0.07;0.0303;0;0.35
Kenya;27.24;27.11;34.79;-0.13;0.0342;0;0.13
Republic of Korea;14.27;13.91;128.38;35.58;0.0245;0.019;0.36
Republic of Korea;14.13;13.91;128.38;35.58;0.0245;0.019;0.23
Republic of Korea;14.57;13.91;128.38;35.58;0.0245;0.019;0.66
Republic of Korea;14.2;13.91;128.38;35.58;0.0245;0.019;0.29
Malawi;23.3;22.95;35.08;-15.76;0.0294;0.002;0.35
Malawi;22.5;23.32;35.07;-15.78;0.0294;0.002;-0.82
Malawi;23.2;23.4;35.09;-15.73;0.0265;0;-0.2
Malawi;23.2;23.74;35.07;-15.72;0.0265;0;-0.54
Malawi;23.3;23.75;35.09;-15.71;0.0265;0.002;-0.45
Malawi;23.3;24.04;35.09;-15.71;0.0265;0.001;-0.74
Malawi;23.1;24.09;35.08;-15.71;0.0265;0.002;-0.99
Malawi;23.5;24.1;35.09;-15.7;0.0265;0.002;-0.6
Malawi;23.4;24.11;35.12;-15.68;0.0265;0.002;-0.71
Malawi;23.3;24.16;35.12;-15.68;0.0265;0;-0.86
Malawi;23.4;24.43;35.08;-15.71;0.0265;0.003;-1.03
Malawi;23.8;24.68;35.1;-15.68;0.0265;0.002;-0.88
Malawi;23.8;24.68;35.1;-15.68;0.0265;0.002;-0.88
Malawi;23.8;24.84;35.1;-15.67;0.0265;0.002;-1.04
Malawi;24;25.02;35.09;-15.68;0.0265;0.002;-1.02
Malawi;23.8;25.02;35.09;-15.68;0.0265;0.002;-1.22
Malawi;24;25.2;35.1;-15.67;0.0265;0.002;-1.2
Malawi;24.4;25.2;35.09;-15.67;0.0265;0.002;-0.8
Malawi;25.2;25.52;35.09;-15.67;0.0265;0.002;-0.32
Malawi;25.3;25.69;35.08;-15.67;0.0265;0.003;-0.39
Malawi;25.1;25.72;35.08;-15.67;0.0265;0.001;-0.62
Mongolia (IAEA);13;1.95;104.12;49.07;0.011;0.236;11.05
Mongolia (IAEA);12;2.43;104.13;49.06;0.011;0.249;9.57
Mongolia (IAEA);4;2.92;104.39;49.05;0.0113;0.24;1.08
Mongolia (IAEA);11.5;3.31;104.42;49.05;0.0113;0.258;8.19
Mongolia (IAEA);10;3.42;104.42;49.07;0.0113;0.256;6.58
Mongolia (Pfeiffer et al.);2;1.83;108.39;47.79;0.0047;0.112;0.17
Mongolia (Pfeiffer et al.);4.4;1.91;106.43;49.25;0.0105;0.263;2.49
Mongolia (Pfeiffer et al.);5.6;1.85;105.92;49.44;0.0081;0.263;3.75
Mongolia (Pfeiffer et al.);4.5;1.05;106.76;48.64;0.0083;0.167;3.45
Mongolia (Pfeiffer et al.);3.5;1.79;106.28;48.76;0.0073;0.19;1.71
Mongolia (Pfeiffer et al.);4;2.74;105.93;49.32;0.0081;0.224;1.26
Mongolia (Pfeiffer et al.);5.3;3.9;104.82;48.84;0.0077;0.239;1.4
Syria;21.68;20.52;38.02;36.08;0.0066;0.001;1.16
Syria;18.75;20.59;38.02;36.82;0.0094;0;-1.83
Syria;20.82;21.93;40.92;34.55;0.0026;0;-1.11
Syria;18.48;22.5;38.52;35.91;0.0041;0;-4.02
Tanzania;24.05;22.87;33.73;-9.32;0.0259;0;1.18
Tanzania;23.6;23.07;33.74;-9.33;0.0259;0;0.53
Tanzania;24.5;23.24;33.76;-9.33;0.0213;0;1.26
Tanzania;24.3;23.53;33.76;-9.34;0.0213;0;0.77
Tanzania;26.25;25.13;33.84;-9.39;0.0213;0.003;1.12
Ukraine;13.25;6.9;36.86;50.31;0.0168;0.127;6.35
Ukraine;9;6.9;36.05;50.39;0.0165;0.109;2.1
Ukraine;9.9;7.05;37.84;49.97;0.0163;0.086;2.85
Ukraine;10.7;7.03;36.12;50.41;0.0165;0.105;3.67
Ukraine;12.1;7.33;36.34;49.81;0.0149;0.102;4.77
Ukraine;10.2;7.24;36.66;49.8;0.0161;0.126;2.96
Ukraine;15;7.31;36.38;49.79;0.0149;0.07;7.69
Ukraine;9.75;7.59;35.95;50.01;0.0165;0.071;2.16
Ukraine;9.75;7.41;36.16;50.14;0.0154;0.095;2.34
Ukraine;10.35;7.5;36.99;49.18;0.0154;0.017;2.85
Ukraine;11.25;7.6;37.05;49.18;0.0156;0.064;3.65
Ukraine;12.5;7.74;36.58;49.79;0.0161;0.061;4.76
Ukraine;11.8;7.8;37.48;49.17;0.0157;0.132;4
Ukraine;9.5;7.77;37.84;49.88;0.0163;0.095;1.73
Ukraine;11.65;8.29;37.41;49.17;0.0157;0.085;3.36
Ukraine;10.15;8.32;36.06;49.98;0.0148;0.065;1.83
Ukraine;10.55;8.4;36.19;49.92;0.0148;0.068;2.15
USA;7.51;3.36;-93.24;47.82;0.0172;0.302;4.15
USA;6.61;3.86;-95.09;47.57;0.0161;0.228;2.75
USA;7.79;3.86;-95.09;47.57;0.0161;0.228;3.93
USA;7.51;4.03;-96.21;47.72;0.0158;0.198;3.48
USA;7.56;4.23;-96.34;47.69;0.0146;0.192;3.33
USA;7.74;4.43;-96.28;47.79;0.0156;0.22;3.31
USA;8.58;4.62;-110.8;43.46;0.0142;0.178;3.96
USA;7.99;4.48;-96.2;47.69;0.0158;0.234;3.5
USA;7.69;4.31;-96.32;47.73;0.0146;0.204;3.38
USA;7.73;4.49;-96.24;47.74;0.0158;0.211;3.23
USA;6.94;4.39;-96.26;47.64;0.0146;0.205;2.55
USA;7.4;4.14;-96.28;47.69;0.0146;0.169;3.26
USA;7.43;4.62;-96.34;47.66;0.0146;0.204;2.81
USA;8.45;4.88;-96.41;47.66;0.0146;0.212;3.57
USA;8.85;5.23;-95.21;45.99;0.0143;0.175;3.62
USA;8.83;6.54;-68.22;44.53;0.0179;0.225;2.29
USA;8.34;6.85;-68.2;44.52;0.0179;0.18;1.48
USA;8.95;5.99;-89.36;44.56;0.0211;0.206;2.96
USA;9.03;6.62;-93.92;45.44;0.0154;0.206;2.41
USA;10.08;6.75;-93.81;45.37;0.0154;0.189;3.34
USA;9.4;6.73;-93.95;45.43;0.0154;0.206;2.67
USA;9.05;6.7;-93.99;45.41;0.0154;0.194;2.35
USA;10.74;6.8;-92.69;44.66;0.0226;0.2;3.94
USA;10.21;6.94;-93.9;45.4;0.0154;0.202;3.27
USA;10.61;7.23;-93.69;45.34;0.0156;0.15;3.39
USA;9.27;7.35;-95.51;44.75;0.0171;0.155;1.92
USA;11.63;6.95;-92.71;44.65;0.0226;0.133;4.67
USA;10.15;7.43;-93.69;45.31;0.0156;0.193;2.72
USA;10.05;7.15;-92.7;44.65;0.0226;0.159;2.9
USA;9.35;7.62;-95.54;44.74;0.0171;0.166;1.74
USA;8.9;7.59;-94.99;44.51;0.0189;0.147;1.32
USA;9.91;7.49;-93.73;45.3;0.0156;0.18;2.43
USA;9.17;7.45;-93.81;45.33;0.0154;0.175;1.73
USA;10.21;7.32;-93.85;45.33;0.0154;0.113;2.89
USA;9.6;7.4;-93.88;45.36;0.0154;0.1;2.2
USA;10.53;7.95;-95.31;44.49;0.0184;0.138;2.58
USA;9.94;8.23;-93.88;45.38;0.0154;0.079;1.71
USA;10.51;8.25;-92.71;44.67;0.0226;0.152;2.27
USA;9.17;8.54;-112.7;45.53;0.0083;0.033;0.62
USA;10.12;8.86;-88.7;42.26;0.0228;0.108;1.26
USA;10.38;8.99;-88.64;42.18;0.0219;0.116;1.4
USA;10.32;9.25;-88.48;41.95;0.0213;0.116;1.07
USA;10.09;10.1;-70.9;42.89;0.0243;0.099;-0.01
USA;14.83;10.79;-118.86;37.64;0.0128;0.15;4.04
USA;16.35;10.79;-118.86;37.64;0.0128;0.15;5.56
USA;11.31;10.82;-118.85;37.64;0.0128;0.134;0.49
USA;9.3;10.5;-108.71;43.14;0.0046;0.075;-1.19
USA;12.66;11.3;-88.08;41.58;0.0208;0.042;1.37
USA;10.95;11.33;-88.01;41.68;0.0208;0.023;-0.38
USA;13.07;13.25;-78.13;39.21;0.0281;0.027;-0.19
USA;14.31;15.55;-97.55;37.97;0.0218;0.026;-1.24
USA;14.5;14.91;-119.16;41.43;0.0075;0.03;-0.41
USA;15.38;15.54;-97.61;38;0.0218;0.029;-0.15
USA;15.43;15.82;-76.94;38.91;0.0182;0.013;-0.39
USA;14.56;15.95;-76.94;38.92;0.0182;0.016;-1.39
USA;19.28;15.83;-97.48;37.89;0.0221;0.021;3.45
USA;19.72;15.88;-97.48;37.89;0.0221;0.02;3.84
USA;18.01;16.41;-77.48;34.61;0.0277;0.014;1.6
USA;14.46;16.78;-76.94;38.89;0.0182;0.015;-2.32
USA;10.46;16.52;-119.28;41.03;0.0072;0.022;-6.06
USA;18.34;17.86;-77.35;34.69;0.0277;0.007;0.48
USA;16.33;17.89;-98.54;36.06;0.0161;0.011;-1.56
USA;18.39;18.43;-77.46;34.74;0.0277;0.004;-0.04
USA;17.51;20.12;-106.74;32.18;0.0069;0.001;-2.6
USA;23.12;20.52;-81.34;28.94;0.0314;0.002;2.6
USA;18.57;20.4;-107.3;32.83;0.0046;0.002;-1.82
USA;23.33;20.77;-82.59;28.8;0.0325;0.002;2.56
USA;23.32;20.77;-82.59;28.8;0.0325;0.002;2.55
USA;20.71;20.85;-98.13;30.03;0.02;0;-0.15
USA;18.92;20.76;-106.65;32.07;0.0069;0.001;-1.84
USA;19.21;20.81;-107.07;32.66;0.0048;0.002;-1.59
USA;18.67;21.02;-107.2;32.69;0.0048;0;-2.35
USA;19.73;21.16;-107.01;32.62;0.0048;0.003;-1.42
USA;19.19;21.2;-106.65;32;0.0069;0.001;-2.01
USA;18.07;21.35;-107.06;32.65;0.0048;0.002;-3.28
USA;18.91;21.53;-106.88;32.43;0.0075;0.001;-2.62
USA;19.08;21.98;-107.05;32.63;0.0048;0.003;-2.9
USA;18.17;22.33;-106.84;32.32;0.0075;0.001;-4.17
USA;24.42;23.09;-80.93;25.51;0.03;0.003;1.32
USA;21.18;23.02;-97.77;30.26;0.0181;0;-1.84
USA;25.15;23.21;-80.85;25.47;0.0283;0.003;1.94
USA;19.89;23.16;-106.55;31.8;0.006;0;-3.27
USA;21.94;23.59;-101.8;30.47;0.0093;0;-1.65
USA;24.79;24.02;-80.67;25.25;0.0246;0.002;0.78
USA;24.86;24.21;-82.45;28.02;0.0285;0.003;0.65
USA;25.01;24.21;-82.45;28.02;0.0285;0.003;0.8
USA;25;24.21;-82.45;28.02;0.0285;0.003;0.79
USA;25.82;25.99;-80.36;25.7;0.0231;0.004;-0.17
USA;26.64;25.99;-80.36;25.7;0.0231;0.004;0.66
USA;26.2;25.99;-80.36;25.7;0.0231;0.004;0.21
USA;26.03;25.99;-80.36;25.7;0.0231;0.004;0.04
USA;26.16;25.99;-80.36;25.7;0.0231;0.004;0.17
USA;25.76;25.99;-80.36;25.7;0.0231;0.004;-0.22
USA;25.01;25.99;-80.36;25.7;0.0231;0.004;-0.97
USA;24.63;26.18;-80.37;25.7;0.0231;0.005;-1.55
Vietnam;25.8;24.29;106.58;20.86;0.025;0;1.51
Vietnam;24.5;23;105.73;21.39;0.0245;0;1.5
Vietnam;24.9;24.54;105.72;20.9;0.0266;0;0.36
Vietnam;27.1;23.97;106.02;20.7;0.0253;0;3.13
Vietnam;25;23.93;106.27;20.87;0.0263;0;1.07
Vietnam;25.5;24.03;106.51;20.85;0.025;0;1.47
Vietnam;24.3;23.67;106.01;21.16;0.0247;0;0.63
Vietnam;24.1;24.35;105.25;21.38;0.0238;0;-0.25
Vietnam;26.2;24.14;106.57;20.9;0.025;0;2.06
Vietnam;24.9;23.97;105.81;20.78;0.0277;0;0.93
Vietnam;25.1;24.34;106.62;20.84;0.025;0;0.76
Vietnam;25.2;24.14;106.62;20.76;0.025;0;1.06
Vietnam;25.6;23.64;106.45;20.88;0.0263;0;1.96
Vietnam;23.8;23.93;105.07;21.45;0.0244;0;-0.13
Vietnam;24.1;23.99;106.48;20.97;0.0263;0;0.11
Vietnam;27.8;24.46;105.43;21.18;0.0248;0;3.34
Vietnam;25.2;24.28;106.15;20.91;0.0272;0;0.92
Vietnam;24.9;23.91;106.02;21.14;0.0247;0;0.99
Vietnam;24.9;23.97;105.1;21.4;0.0244;0;0.93
Vietnam;25.4;24.16;105.2;21.32;0.0244;0;1.24
Vietnam;26.6;23.97;106.03;20.58;0.0253;0;2.63
Vietnam;26.6;23.89;106;20.5;0.0265;0;2.71
Vietnam;26.5;24.04;105.95;21.06;0.0249;0;2.46
Vietnam;25.4;23.18;105.19;21.52;0.0248;0;2.22
Vietnam;26.9;23.93;106.05;20.47;0.0269;0;2.97
Vietnam;24.9;24.69;105.2;21.4;0.0244;0;0.21
Vietnam;23.4;24.06;105.97;21.22;0.0249;0;-0.66
Vietnam;26.1;23.76;106.12;20.86;0.0272;0;2.34
Vietnam;25.7;24.66;105.78;20.67;0.0265;0;1.04
Vietnam;23.9;23.99;106.11;21.14;0.0247;0;-0.09
Vietnam;26.1;23.68;106.19;21.23;0.0247;0;2.42
Vietnam;26;23.94;106.25;20.95;0.0272;0;2.06
Vietnam;26.8;24.25;106.65;20.74;0.0263;0;2.55
Vietnam;25.7;24.16;106.52;20.64;0.0263;0;1.54
Vietnam;26.2;24.34;105.45;21.26;0.0238;0;1.86
Vietnam;25.1;23.69;106.13;20.9;0.0272;0;1.41
Vietnam;26.3;23.92;105.98;20.61;0.0265;0;2.38
Vietnam;24.8;23.83;105.96;21.26;0.0247;0;0.97
Vietnam;25.9;24.09;106.6;20.98;0.025;0;1.81
Vietnam;26.8;23.9;106.25;20.59;0.0253;0;2.9
Vietnam;24.7;24.09;106.65;20.98;0.025;0;0.61
Vietnam;25;24.03;106.05;21.2;0.0247;0;0.97
Vietnam;28.6;24.31;105.88;20.93;0.0277;0;4.29
Vietnam;25.7;23.93;106.68;21.05;0.0295;0;1.77
Vietnam;24.4;23.88;106.17;21.08;0.0247;0;0.52
Vietnam;27.6;24.11;106.37;20.82;0.0263;0;3.49
Vietnam;25.9;24.31;106.59;20.76;0.025;0;1.59
Vietnam;26.3;24.27;106.1;20.52;0.0253;0;2.03
Vietnam;24.3;23.93;105.75;20.68;0.0286;0;0.37
Vietnam;24.5;23.93;106.59;20.98;0.025;0;0.57
Vietnam;25.2;23.76;105.42;21.07;0.0248;0;1.44
Vietnam;26.5;24.54;105.9;20.64;0.0265;0;1.96
Vietnam;25.5;24.54;105.89;20.64;0.0265;0;0.96
Vietnam;25.9;24.13;106.05;20.71;0.0253;0;1.77
Vietnam;25;24.44;105.84;20.59;0.0265;0;0.56
Vietnam;25.2;23.88;106.28;20.68;0.0261;0;1.32
Vietnam;25.5;23.96;106.09;20.94;0.0272;0;1.54
Vietnam;25.2;23.93;106.29;20.85;0.0263;0;1.27
Vietnam;25;24.23;105.77;20.63;0.0265;0;0.77
Vietnam;27;23.98;106.19;20.65;0.0253;0;3.02
Vietnam;25.9;24.41;105.9;20.51;0.0265;0;1.49
Vietnam;28.3;24.06;106.36;20.57;0.0261;0;4.24
Vietnam;26.4;23.92;106.17;20.97;0.0272;0;2.48
Vietnam;23.2;23.94;106.16;21.12;0.0247;0;-0.74
Vietnam;26.3;24.3;106.15;21.26;0.0244;0;2
Vietnam;24;24.59;105.27;21.27;0.0238;0;-0.59
Vietnam;24.6;24.44;105.27;21.37;0.0238;0;0.16
Vietnam;26.1;23.81;105.93;20.83;0.0277;0;2.29
Vietnam;26;24.48;105.44;21.29;0.0238;0;1.52
Vietnam;26.8;24.08;106.05;20.55;0.0253;0;2.72
Vietnam;25.1;23.92;105.43;21.04;0.0248;0;1.18
Vietnam;26.2;24.01;105.94;20.81;0.0277;0;2.19
Vietnam;25.9;24.18;105.95;20.87;0.0277;0;1.72
Vietnam;25.4;23.47;106.17;20.85;0.0272;0;1.93
Vietnam;23.9;24.01;106.2;21.13;0.0247;0;-0.11
Vietnam;27.6;24.45;106.1;21.2;0.0247;0;3.15
Vietnam;24.7;23.9;106.49;20.7;0.0261;0;0.8
Vietnam;25.7;24.04;106.22;20.97;0.0272;0;1.66
Vietnam;25.7;24.35;105.97;20.34;0.0262;0;1.35
Vietnam;26;24.01;106.09;20.82;0.0272;0;1.99
Vietnam;26.4;24.36;106.02;20.86;0.0272;0;2.04
Vietnam;26.5;24.02;106.27;20.98;0.0263;0;2.48
Vietnam;24.7;23.3;105.78;21.55;0.0265;0;1.4
Vietnam;23.7;24.01;106.09;21.06;0.0247;0;-0.31
Vietnam;25.3;24.19;105.86;20.56;0.0265;0;1.11
Vietnam;25.9;24.28;106.54;20.64;0.0263;0;1.62
Vietnam;24.6;24.34;106.56;20.83;0.025;0;0.26
Vietnam;23.2;24.17;106.49;20.52;0.0261;0;-0.97
Vietnam;23.6;24.43;105.8;20.65;0.0265;0;-0.83
Vietnam;26.5;24.44;105.73;21.09;0.0248;0.001;2.06
Vietnam;27.1;24.14;105.92;20.89;0.0277;0;2.96
Vietnam;25.5;23.75;105.92;21.47;0.0247;0;1.75
Vietnam;26.7;24.43;105.91;20.75;0.0277;0;2.27
Vietnam;25.6;23.77;106.44;21.03;0.0265;0;1.83
Vietnam;26.3;24.12;105.73;20.78;0.0266;0;2.18
Vietnam;25.9;24.42;106.22;21.28;0.0244;0;1.48
Vietnam;25.4;24.02;106.1;20.85;0.0272;0;1.38
Vietnam;25;23.98;106.28;20.76;0.0263;0;1.02
Vietnam;23.9;24.05;105.92;20.57;0.0265;0;-0.15
Vietnam;24.1;24.72;105.79;20.61;0.0265;0;-0.62
Vietnam;25;23.79;106.25;20.73;0.0253;0;1.21
Vietnam;26.4;24.2;106.07;20.86;0.0272;0;2.2
Vietnam;24.7;23.66;106.4;21.07;0.0265;0;1.04
Vietnam;25.7;24.01;106.17;20.76;0.0272;0;1.69
Vietnam;26.7;24.38;106.05;20.89;0.0272;0;2.32
Vietnam;25.2;24.39;105.26;21.12;0.0248;0;0.81
Vietnam;24.3;22.9;105.79;21.37;0.0247;0;1.4
Vietnam;23.9;24.46;105.78;20.78;0.0277;0;-0.56
Vietnam;26.3;23.99;105.98;20.9;0.0277;0;2.31
Vietnam;26.9;24.29;105.98;20.84;0.0277;0;2.61
Vietnam;23.8;23.88;106.53;20.99;0.025;0;-0.08
Vietnam;27.4;24.57;105.85;20.85;0.0277;0;2.83
Vietnam;24.6;23.96;106.18;21.05;0.0247;0;0.64
Vietnam;26.4;24.26;106.57;20.81;0.025;0;2.14
Vietnam;27;24.02;105.96;20.94;0.0277;0;2.98
Vietnam;25.6;23.88;106.2;20.75;0.0272;0;1.72
Vietnam;25.6;24.43;106.67;20.77;0.025;0;1.17
Vietnam;24.8;24.55;105.83;20.64;0.0265;0;0.25
Vietnam;24.2;23.97;105.7;21.34;0.0245;0;0.23
Vietnam;25.5;24.14;106.26;21.29;0.0247;0;1.36
Vietnam;24.4;24.34;105.74;20.84;0.0266;0;0.06
Vietnam;24.2;24.01;105.25;21.29;0.0238;0;0.19
Vietnam;24.8;23.79;105.61;21.39;0.0245;0;1.01
Vietnam;24.3;23.99;106.34;21.01;0.0265;0;0.31
Vietnam;24.4;24.13;106.56;20.57;0.0263;0;0.27
Vietnam;26.5;24.4;105.87;20.74;0.0265;0;2.1
Vietnam;25.1;24.59;105.92;20.42;0.0262;0;0.51
Vietnam;23.9;23.97;105.19;21.22;0.0268;0;-0.07
Vietnam;26;24.37;105.32;21.42;0.0238;0;1.63
Vietnam;26.3;24.75;105.61;21.21;0.0248;0;1.55
Vietnam;24.7;23.97;106.06;21.26;0.0244;0;0.73
Vietnam;26.4;24.46;105.84;20.94;0.0277;0;1.94
Vietnam;25.2;23.39;106.33;21.15;0.0265;0;1.81
Vietnam;25.7;24.07;105.87;20.56;0.0265;0;1.63
Vietnam;25.1;23.86;106.52;21.07;0.0295;0;1.24
Vietnam;26.3;24.77;105.51;21.15;0.0248;0;1.53
Vietnam;25.2;24.39;105.77;20.74;0.0265;0.001;0.81
Vietnam;24.1;24.22;105.83;20.72;0.0265;0;-0.12
Vietnam;23.2;24.35;105.28;21.17;0.0248;0;-1.15
Vietnam;25.3;23.87;106.01;20.44;0.0269;0;1.43
Vietnam;25.3;23.37;106.21;20.81;0.0272;0;1.93
Vietnam;23.7;23.66;105.83;21.43;0.0247;0.001;0.04
Vietnam;25.4;23.62;106.36;20.59;0.0261;0;1.78
Vietnam;26.1;23.64;106.11;20.72;0.0253;0;2.46
Vietnam;25.5;23.77;105.42;21;0.0285;0;1.73
Vietnam;26.3;23.74;106.42;21.3;0.0247;0;2.56
Vietnam;26.5;24.05;105.88;21.13;0.0249;0;2.45
Vietnam;24.6;24.54;105.62;20.89;0.0266;0;0.06
Vietnam;27;24.51;105.56;21.35;0.0245;0;2.49
Vietnam;24.7;23.6;105.89;21.51;0.0265;0;1.1
Vietnam;25.8;23.73;106.05;20.97;0.0272;0;2.07
Vietnam;24.3;23.46;105.45;21;0.0248;0;0.84
Vietnam;24.8;23.62;106.5;21.09;0.0265;0;1.18
Vietnam;25.4;23.53;105.95;21.43;0.0247;0;1.87
Vietnam;24.6;25.39;106.67;20.83;0.025;0;-0.79
Vietnam;24.1;24.64;105.34;21.23;0.0248;0;-0.54
Vietnam;26.3;23.72;106.11;20.78;0.0272;0;2.58
Vietnam;26.3;23.97;106.18;20.66;0.0253;0;2.33
