COMID,siteID,WellWaterDepth_m,NearestFlowlineDistance_m,NearStreamPtNED30mElv_masl,BankHeight_m,WellDepth_m,Width_m,latitude,longitude,Date,WellNED30mElv_masl,bank_corrected_head_difference_m
19957562, 5194323, 14.09, 310.77, 301.34, 0.67, 27.43, 5.90, 34.798180, -97.557677, 1993.8278, 315.09, 0.33
6029572, 5194402, 6.99, 709.17, 272.21, 0.40, 12.19, 6.09, 34.808149, -96.719363, 1994.4583, 292.80, 14.00
686119, 5195169, 20.88, 822.17, 386.94, 0.54, 32.00, 5.67, 34.783790, -98.048660, 1908.0028, 402.76, -4.52
686119, 5195429, 13.36, 831.54, 387.05, 0.54, 39.01, 5.67, 34.783690, -98.048680, 1908.0028, 402.46, 2.59
6029706, 5195471, 17.45, 179.88, 317.38, 0.39, 35.33, 5.02, 34.808630, -96.758101, -1.0000, 322.01, -12.43
518967, 5193990, 7.79, 637.44, 235.03, 0.43, 13.11, 5.16, 34.794859, -96.030727, 1979.7000, 241.17, -1.22
13737473, 5194526, 27.65, 86.74, 499.87, 0.84, 71.63, 6.92, 34.724284, -99.902085, 1992.1583, 499.95, -26.73
13737473, 5194308, 35.69, 22.07, 500.07, 0.84, 82.30, 6.92, 34.723740, -99.902694, 1992.2389, 500.09, -34.83
6030266, 5193740, 4.95, 345.92, 295.40, 0.41, 13.72, 5.07, 34.763218, -96.753938, 1983.3583, 294.96, -4.98
13533499, 5193769, 19.90, 283.31, 462.62, 0.51, 50.90, 6.06, 34.709595, -99.738327, 1953.7528, 466.77, -15.24
6029790, 5195472, 2.60, 90.87, 289.66, 0.42, 28.35, 6.96, 34.773730, -96.824316, -1.0000, 292.86, 1.02
19958438, 1048548, 3.86, 345.69, 381.56, 0.82, 54.86, 7.63, 34.746736, -97.922688, -1.0000, 387.20, 2.60
13738595, 5193761, 12.95, 328.29, 490.54, 0.65, 50.29, 6.59, 34.694445, -99.857761, 1953.0028, 493.06, -9.78
13532253, 5193785, 5.75, 52.54, 442.55, 0.61, 27.43, 6.72, 34.702756, -99.649803, 1907.0028, 442.42, -5.27
13532201, 5193786, 11.73, 281.82, 440.15, 0.46, 38.71, 7.18, 34.706784, -99.597993, 1947.0028, 444.91, -6.51
562363, 5193843, 6.05, 358.28, 424.09, 0.89, 10.67, 16.55, 34.709528, -98.906396, 1907.0028, 430.41, 1.16
19958232, 5195145, 3.66, 710.60, 265.22, 1.32, 24.38, 29.52, 34.740906, -97.222777, 2013.4944, 266.11, -1.45
13737497, 5193768, 6.17, 393.42, 500.12, 1.02, 45.42, 13.87, 34.674716, -99.964908, 1948.6861, 500.30, -4.97
13737489, 5194090, 15.37, 124.64, 494.13, 1.04, 42.67, 16.09, 34.676940, -99.937430, 1959.2361, 494.34, -14.12
562369, 5193841, 7.05, 141.96, 411.06, 0.54, 18.59, 6.11, 34.696044, -98.973492, 1907.0028, 412.07, -5.50
562373, 5193842, 5.61, 168.86, 412.66, 0.52, 12.19, 25.28, 34.700344, -98.992774, 1954.2528, 412.53, -5.22
13737501, 5194091, 17.26, 417.93, 490.94, 1.11, 48.77, 17.77, 34.665009, -99.918235, 1963.0833, 494.60, -12.49
19958206, 5194221, 3.52, 998.80, 260.09, 2.35, 18.59, 92.89, 34.732084, -97.178274, 1969.2639, 262.29, 1.03
19957680, 5194365, 12.77, 316.37, 392.43, 0.51, 26.52, 5.47, 34.724737, -97.917322, 1995.3806, 406.15, 1.46
13737527, 5195546, 24.25, 340.57, 493.98, 0.69, 60.96, 6.21, 34.674537, -99.938399, 1959.2361, 494.06, -23.48
8356135, 5195054, 10.81, 450.74, 362.70, 0.83, 47.24, 9.30, 34.705830, -98.010470, 1908.0028, 384.78, 12.10
8357627, 1048310, 10.01, 537.69, 373.08, 0.56, 30.48, 5.78, 34.693490, -97.970273, 1964.8500, 391.08, 8.55
19957656, 5194729, 6.00, 709.28, 260.21, 1.00, 14.63, 32.48, 34.710448, -97.142220, 2006.3861, 266.37, 1.16
8357629, 5195284, 21.24, 694.05, 386.12, 0.55, 35.66, 6.12, 34.700300, -97.957400, 1986.0028, 409.38, 2.57
589426, 5194272, 5.32, 279.85, 250.68, 0.34, 76.20, 5.09, 34.706193, -95.197825, -1.0000, 262.19, 6.53
562381, 5193840, 2.79, 334.12, 407.08, 0.94, 13.41, 17.82, 34.667011, -98.987122, 1907.0028, 407.82, -1.11
13737533, 5194078, 8.75, 271.79, 474.23, 0.81, 43.59, 6.96, 34.636500, -99.797958, 1956.1250, 474.26, -7.91
13532387, 5193782, 9.17, 611.53, 430.90, 0.85, 24.38, 13.42, 34.636954, -99.615845, 1952.0028, 436.22, -3.00
562391, 5193836, 3.31, 216.10, 402.47, 1.27, 12.19, 266.64, 34.644543, -99.001513, 1907.0028, 402.89, -1.62
562389, 5193837, 4.14, 167.16, 408.39, 0.61, 13.72, 6.47, 34.652413, -98.968123, 1907.0028, 409.10, -2.82
562389, 5193838, 3.41, 23.58, 411.68, 0.61, 14.63, 6.47, 34.653158, -98.949856, 1907.0028, 411.98, -2.50
562387, 5193839, 5.70, 9.86, 405.18, 0.60, 14.94, 6.63, 34.653404, -98.991490, 1907.0028, 405.21, -5.07
13532435, 5194378, 17.36, 54.19, 466.38, 0.58, 81.08, 6.49, 34.623205, -99.719218, 1987.4667, 466.66, -16.50
8356189, 5194612, 12.01, 364.02, 352.92, 0.73, 36.58, 6.33, 34.668077, -98.051031, 2004.3417, 369.91, 5.71
13956915, 5193591, 9.60, 404.49, 480.84, 0.59, 45.72, 6.71, 34.598976, -99.980850, 1907.0028, 485.17, -4.68
560613, 5193818, 4.23, 446.55, 400.85, 0.57, 14.33, 10.45, 34.626055, -99.018818, 1907.0028, 402.45, -2.06
13956915, 5194127, 4.29, 457.96, 478.12, 0.59, 16.46, 6.71, 34.594289, -99.981290, 1950.0972, 478.82, -3.00
697562, 5193736, 9.92, 717.63, 371.68, 0.44, 71.63, 5.63, 34.646782, -96.828247, 1989.0167, 369.07, -12.09
697556, 5193739, 9.56, 519.02, 360.11, 0.46, 53.34, 5.62, 34.654127, -96.815230, 1990.0722, 372.31, 3.10
6066824, 5193851, 12.02, 502.52, 218.69, 0.41, 39.62, 5.32, 34.648917, -96.473531, 1989.7167, 235.43, 5.13
697560, 5194399, 19.48, 230.14, 354.87, 0.53, 83.82, 5.65, 34.644254, -96.803101, 1995.8167, 360.17, -13.65
697572, 5194669, 8.40, 145.26, 357.39, 0.46, 17.86, 5.75, 34.643680, -96.783903, -1.0000, 362.44, -2.89
560661, 5195178, 4.30, 523.02, 397.95, 0.66, 11.58, 13.46, 34.601728, -99.036258, 2014.2806, 398.50, -3.09
13737747, 5194089, 15.66, 691.69, 439.14, 0.55, 29.57, 6.18, 34.582726, -99.631715, 1967.7500, 445.19, -9.06
697578, 5194585, 3.30, 259.48, 353.45, 0.48, 26.52, 5.40, 34.634984, -96.740181, -1.0000, 364.60, 8.33
697626, 5194688, 6.68, 284.93, 364.76, 0.47, 67.97, 5.50, 34.633084, -96.718932, 2005.4000, 375.00, 4.03
13738621, 1048338, 26.49, 670.77, 456.62, 0.71, 75.29, 6.71, 34.565120, -99.684275, 1955.9250, 466.08, -16.32
13737729, 5193590, 5.04, 410.57, 457.40, 0.88, 64.62, 8.38, 34.571136, -99.774062, -1.0000, 463.55, 1.99
560735, 5193817, 3.76, 775.35, 395.78, 0.49, 12.80, 18.83, 34.587237, -99.049148, -1.0000, 397.93, -1.12
697626, 5194689, 4.06, 456.35, 353.03, 0.47, 28.35, 5.50, 34.624794, -96.715844, 2005.4028, 366.48, 9.86
13532799, 5194346, 3.35, 1045.85, 399.45, 1.87, 12.19, 104.97, 34.565280, -99.404050, 1995.1111, 400.97, 0.04
6067098, 5193664, 4.58, 405.82, 212.88, 0.35, 7.01, 5.27, 34.608130, -96.346731, 2001.2278, 220.97, 3.86
697668, 5194584, 23.04, 310.62, 338.39, 0.46, 61.26, 5.39, 34.596668, -96.703328, -1.0000, 346.00, -14.97
560845, 5193816, 7.21, 965.76, 387.73, 1.34, 16.46, 266.45, 34.550849, -99.143481, 1907.0028, 394.60, 1.00
428204, 5194595, 39.04, 36.12, 379.12, 0.41, 60.96, 5.70, 34.585554, -96.872478, -1.0000, 379.79, -37.96
6067246, 5194697, 48.21, 357.61, 306.48, 0.46, 76.20, 4.60, 34.571167, -96.642857, -1.0000, 352.85, -1.38
13738041, 1048536, 4.75, 496.91, 439.17, 0.55, 28.65, 6.46, 34.507362, -99.710116, 1952.9556, 440.14, -3.23
697718, 5194583, 20.55, 275.06, 362.35, 0.50, 32.92, 5.67, 34.564382, -96.774550, -1.0000, 361.26, -21.14
697708, 5194633, 30.36, 386.11, 337.65, 0.53, 48.46, 5.87, 34.563608, -96.717361, 1926.0028, 349.91, -17.57
560923, 5195341, 4.25, 164.63, 412.94, 0.66, 18.29, 6.12, 34.529673, -99.036143, 2010.7694, 413.14, -3.39
8357651, 5194051, 7.80, 331.48, 350.49, 0.58, 33.53, 5.96, 34.539196, -97.932318, 1984.7833, 363.97, 6.26
13741509, 5194165, 6.21, 395.67, 441.99, 1.34, 25.91, 140.08, 34.491474, -99.743389, 1956.1500, 444.70, -2.16
6067384, 5194449, 4.81, 215.31, 329.29, 0.42, 37.19, 4.31, 34.550059, -96.618272, 1999.0028, 333.67, -0.01
428228, 5194668, 28.51, 201.97, 373.69, 0.44, 80.77, 5.89, 34.557287, -96.852680, 1954.0028, 380.80, -20.96
697708, 5194672, 18.49, 219.06, 335.27, 0.53, 22.25, 5.87, 34.556555, -96.718528, 1901.0028, 341.26, -11.97
697728, 5194696, 46.62, 314.82, 353.48, 0.47, 76.20, 5.63, 34.555391, -96.658700, -1.0000, 360.36, -39.27
697708, 5194700, 32.90, 591.54, 336.68, 0.53, 78.33, 5.87, 34.552056, -96.717928, 2005.8306, 351.04, -18.01
571486, 5194809, 5.21, 892.20, 413.78, 0.48, 8.53, 5.87, 34.522478, -99.024529, 1907.0028, 413.15, -5.36
697708, 5195131, 14.35, 755.10, 334.64, 0.53, 91.44, 5.87, 34.550263, -96.713331, 2012.9361, 348.23, -0.23
697772, 5194582, 13.36, 197.21, 331.97, 0.52, 25.30, 5.34, 34.544123, -96.622345, -1.0000, 336.35, -8.46
697744, 5194632, 8.44, 143.08, 340.84, 0.78, 46.12, 13.92, 34.541958, -96.772720, 1950.0861, 344.57, -3.93
697772, 5194820, 1.30, 80.19, 333.70, 0.52, 42.67, 5.34, 34.547628, -96.622706, 2007.4250, 334.86, 0.38
13741375, 5193781, 22.92, 609.22, 459.69, 0.72, 39.62, 12.66, 34.466176, -99.777854, 1907.0028, 464.84, -17.05
575656, 5194302, 5.88, 456.72, 353.61, 0.53, 12.19, 6.17, 34.497731, -98.649765, 1967.3222, 354.18, -4.78
697768, 5194607, 19.36, 168.79, 326.89, 0.41, 30.48, 5.75, 34.531298, -96.640170, -1.0000, 335.45, -10.39
6067506, 5194670, 3.86, 149.06, 284.01, 0.52, 7.92, 4.37, 34.527064, -96.555330, -1.0000, 295.29, 7.94
575666, 5193665, 8.28, 681.07, 347.29, 0.57, 13.41, 6.30, 34.487346, -98.625878, 1907.0028, 347.87, -7.13
697792, 5194215, 11.89, 121.88, 318.59, 0.64, 43.59, 6.84, 34.520596, -96.631952, 1991.2528, 325.78, -4.06
697818, 5194267, 23.05, 397.22, 335.84, 0.50, 90.53, 5.64, 34.521005, -96.662360, 1992.3278, 340.14, -18.25
697804, 5194581, 3.87, 926.09, 331.40, 0.42, 16.15, 5.09, 34.505181, -96.617647, -1.0000, 322.75, -12.10
19959000, 5194624, 16.98, 301.69, 334.15, 0.50, 72.54, 4.31, 34.505108, -96.937615, 1972.5861, 346.70, -3.93
698646, 5193998, 4.07, 140.43, 314.03, 0.42, 35.05, 5.21, 34.501331, -96.629554, 1989.3611, 316.87, -0.81
699054, 5193999, 3.26, 755.22, 304.42, 0.75, 64.01, 10.58, 34.491083, -96.619454, 1988.3694, 310.77, 3.84
429946, 5194029, 6.39, 196.79, 344.43, 0.58, 60.96, 6.04, 34.492801, -96.898834, 1987.4222, 355.99, 5.75
6067580, 5194671, 27.95, 406.46, 311.49, 0.45, 30.48, 5.46, 34.498022, -96.548727, 1939.6028, 328.03, -10.96
563147, 5195547, 4.94, 11.04, 376.58, 0.82, 9.81, 8.61, 34.455341, -99.193596, 1907.0028, 376.58, -4.12
563167, 5193807, 6.45, 344.12, 390.18, 0.75, 16.46, 6.43, 34.442784, -99.133756, -1.0000, 389.86, -6.02
699054, 5194000, 10.55, 196.86, 304.78, 0.75, 79.86, 10.58, 34.487469, -96.630416, 1986.3583, 307.75, -6.83
429944, 5194602, 13.72, 964.37, 361.37, 0.52, 34.14, 5.84, 34.476930, -96.936365, -1.0000, 347.19, -27.38
429948, 5194656, 10.41, 394.26, 333.54, 0.82, 30.48, 23.83, 34.477133, -96.910174, 1901.0028, 349.42, 6.28
19959476, 5194732, 12.03, 398.01, 331.83, 0.49, 32.61, 4.65, 34.481668, -97.316261, 2006.4778, 353.47, 10.10
563161, 5195530, 9.35, 447.88, 387.23, 0.82, 18.90, 6.95, 34.440121, -99.137918, 2014.9250, 387.89, -7.87
563165, 5193804, 9.53, 731.74, 383.78, 0.89, 16.46, 7.51, 34.427459, -99.148872, 1907.0028, 387.25, -5.17
629819, 5193925, 4.99, 540.98, 219.13, 0.49, 91.44, 7.99, 34.468058, -94.646461, 2001.2667, 221.65, -1.98
429948, 5194687, 8.99, 341.92, 331.15, 0.82, 30.48, 23.83, 34.473576, -96.898680, 2005.4000, 340.02, 0.70
6068584, 5194690, 22.36, 439.86, 274.26, 0.48, 30.63, 4.54, 34.473980, -96.550354, -1.0000, 290.32, -5.82
563165, 5195495, 9.80, 899.46, 382.14, 0.89, 15.85, 7.51, 34.426996, -99.153118, 1907.0028, 387.15, -3.90
19959516, 5195023, 14.54, 890.12, 350.82, 0.64, 95.10, 5.26, 34.462452, -97.243169, 2012.6306, 411.46, 46.74
698668, 5194001, 8.32, 665.44, 294.69, 0.80, 22.86, 18.10, 34.460277, -96.628192, 1988.7833, 305.48, 3.27
698666, 5194007, 3.36, 199.67, 295.58, 0.53, 48.77, 5.75, 34.454939, -96.609162, 1984.2333, 298.70, 0.29
698666, 5194596, 8.55, 225.88, 298.47, 0.53, 60.96, 5.75, 34.458630, -96.602630, -1.0000, 305.03, -1.46
19959520, 5194634, 1.10, 83.03, 361.18, 0.52, 4.97, 4.47, 34.450680, -97.205290, -1.0000, 362.72, 0.96
19960384, 5194638, 8.30, 578.53, 315.02, 0.56, 49.53, 5.58, 34.462071, -96.941983, -1.0000, 328.94, 6.18
6068610, 5194691, 0.55, 119.59, 259.12, 0.68, 24.38, 7.44, 34.462115, -96.555631, -1.0000, 264.55, 5.56
19960382, 5194730, 18.36, 403.92, 332.82, 0.58, 85.34, 5.93, 34.459113, -96.933884, 2006.0056, 339.18, -11.42
698676, 5194002, 10.13, 642.15, 292.74, 1.15, 60.96, 135.67, 34.447625, -96.634812, 1988.3500, 301.54, -0.18
698676, 5194004, 4.16, 720.27, 295.15, 1.15, 60.96, 135.67, 34.447792, -96.636617, 1989.4889, 304.77, 6.61
13968802, 5194119, 9.51, 678.09, 399.99, 0.49, 15.85, 6.15, 34.405899, -99.049191, 1986.9278, 410.98, 1.97
698676, 5194490, 8.28, 816.84, 292.74, 1.15, 73.76, 135.67, 34.445818, -96.634812, 2000.1056, 302.07, 2.20
429960, 5194592, 20.96, 365.38, 338.88, 0.52, 60.96, 5.98, 34.452713, -96.818355, -1.0000, 346.05, -13.27
429980, 5194603, 13.72, 518.48, 319.22, 0.91, 32.31, 33.04, 34.448702, -96.873901, -1.0000, 334.41, 2.38
698668, 5194605, 4.30, 289.87, 290.76, 0.80, 19.81, 18.10, 34.452210, -96.611090, 1970.0028, 295.29, 1.03
699056, 5194608, 4.80, 778.10, 295.98, 1.14, 30.48, 135.13, 34.447280, -96.637490, -1.0000, 304.39, 4.75
430410, 5194639, 25.48, 376.43, 333.52, 0.57, 81.38, 6.03, 34.448425, -96.761396, -1.0000, 335.90, -22.53
698668, 5194654, 2.96, 235.47, 287.55, 0.80, 12.80, 18.10, 34.448810, -96.609760, 1940.0028, 293.33, 3.62
430410, 5194009, 24.34, 492.28, 321.67, 0.57, 45.72, 6.03, 34.435569, -96.750357, 1986.1417, 336.83, -8.61
429976, 5194573, 16.14, 549.03, 326.05, 0.54, 56.39, 5.86, 34.434290, -96.837704, -1.0000, 344.84, 3.19
13968812, 5193801, 14.35, 913.27, 405.67, 0.61, 18.90, 6.75, 34.380094, -99.079370, -1.0000, 406.54, -12.87
698686, 5194006, 9.00, 985.42, 288.88, 0.56, 45.72, 6.16, 34.421049, -96.620985, 1989.6444, 297.82, 0.50
698680, 5194593, 11.22, 1029.48, 280.67, 1.19, 30.48, 134.44, 34.421981, -96.585670, -1.0000, 289.03, -1.67
13739989, 5195124, 1.87, 272.49, 395.99, 2.54, 13.72, 106.04, 34.373382, -99.435365, 2014.5722, 397.64, 2.32
698692, 5194013, 5.35, 575.40, 289.49, 0.60, 86.87, 6.57, 34.417458, -96.640320, 1989.6333, 302.68, 8.44
698688, 5194016, 7.55, 307.61, 278.88, 1.19, 43.59, 134.58, 34.410454, -96.598950, 1986.8778, 287.47, 2.23
698688, 5194017, 3.27, 37.41, 278.82, 1.19, 47.24, 134.58, 34.405895, -96.611324, 1989.4306, 276.53, -4.37
6068664, 5194519, 1.85, 107.14, 280.71, 0.57, 41.15, 5.66, 34.402189, -96.582748, 2002.0472, 279.13, -2.86
698688, 5194655, 15.44, 435.74, 277.75, 1.19, 30.48, 134.58, 34.404186, -96.602712, 1940.0028, 291.87, -0.13
698696, 5194014, 10.90, 205.55, 289.17, 0.57, 51.82, 0.02, 34.394912, -96.644457, 1989.3444, 296.10, -3.40
576440, 5194155, 2.68, 146.91, 303.16, 0.70, 6.40, 7.89, 34.360709, -98.453656, 1973.6667, 307.42, 2.28
698696, 5194606, 11.05, 176.54, 286.28, 0.57, 22.86, 0.02, 34.393414, -96.635545, -1.0000, 291.42, -5.34
698694, 5194637, 6.04, 177.59, 273.35, 1.21, 53.34, 133.57, 34.385494, -96.599902, 1900.0861, 280.50, 2.32
19959614, 5194640, 6.86, 321.24, 363.01, 0.48, 30.48, 4.71, 34.386090, -97.137587, -1.0000, 371.07, 1.68
6068704, 5193788, 2.32, 465.62, 181.42, 0.72, 5.49, 0.06, 34.376658, -96.427416, 1907.0028, 185.91, 2.89
563223, 5194611, 9.33, 813.05, 377.16, 0.76, 20.42, 6.93, 34.337441, -99.149755, 2004.1750, 382.64, -3.09
430416, 5194695, 7.60, 234.81, 310.98, 0.49, 38.10, 5.49, 34.377020, -96.762370, 2005.7889, 314.83, -3.26
19959654, 5194728, 6.42, 286.08, 333.70, 0.57, 16.76, 5.22, 34.370074, -97.185146, 2006.3528, 352.25, 12.70
698718, 5194518, 3.27, 863.50, 251.57, 0.43, 30.48, 4.70, 34.366734, -96.500364, 2002.3556, 253.44, -0.97
698718, 5194604, 7.64, 867.82, 250.22, 0.43, 54.86, 4.70, 34.365600, -96.499240, -1.0000, 254.61, -2.82
430414, 5194610, 4.05, 266.14, 277.68, 0.58, 12.50, 5.93, 34.365360, -96.689013, -1.0000, 287.00, 5.85
430414, 5194015, 4.05, 404.47, 277.36, 0.58, 27.43, 5.93, 34.363946, -96.689522, 1988.8222, 281.78, 0.95
430054, 5194631, 14.40, 419.14, 311.87, 0.62, 91.44, 5.67, 34.350460, -96.888570, -1.0000, 326.79, 1.14
6068746, 5193967, 9.14, 441.37, 187.85, 0.48, 22.25, 5.37, 34.327621, -96.149979, 1969.6944, 198.15, 1.64
19960496, 5194713, 7.78, 383.12, 209.87, 2.46, 16.76, 72.20, 34.321535, -96.990551, 2006.2083, 216.71, 1.52
674284, 5193666, 4.37, 386.72, 282.19, 0.58, 12.80, 9.57, 34.274075, -98.282252, 2001.2278, 283.27, -2.71
19962716, 5194572, 14.76, 808.39, 210.72, 2.46, 22.86, 63.97, 34.281844, -96.990061, 2003.9778, 218.71, -4.31
13970136, 5193863, 11.05, 552.66, 344.52, 0.93, 19.51, 19.73, 34.230561, -99.045290, 1907.0028, 352.49, -2.15
699066, 5194020, 9.77, 423.59, 207.26, 0.53, 36.58, 5.91, 34.258415, -96.442598, 1985.5278, 213.40, -3.10
592734, 1048448, 5.22, 602.16, 132.08, 2.35, 53.34, 79.65, 34.243072, -95.588943, 1907.0028, 138.30, 3.35
592350, 1048447, 3.37, 827.12, 140.72, 0.95, 9.14, 14.69, 34.229157, -95.627362, 1907.0028, 151.56, 8.42
699108, 5194021, 14.00, 245.65, 209.81, 0.32, 38.10, 6.63, 34.222706, -96.563428, 1983.4194, 223.82, 0.33
13970366, 5195501, 14.19, 461.52, 341.10, 0.65, 21.95, 13.80, 34.187665, -98.883868, 2015.3639, 344.46, -10.18
13970382, 5195557, 9.24, 142.39, 333.77, 0.86, 11.61, 17.11, 34.190484, -98.865800, 2000.0028, 343.12, 0.97
430162, 5193787, 8.27, 168.09, 224.61, 0.51, 16.46, 13.49, 34.213203, -96.898076, 1907.0028, 227.63, -4.74
6068832, 5193996, 4.44, 134.50, 183.86, 0.53, 31.39, 6.14, 34.215201, -96.328595, 1986.1222, 189.05, 1.28
698792, 5193997, 24.78, 748.29, 209.61, 0.52, 35.05, 6.16, 34.214453, -96.394691, 1985.5028, 232.18, -1.69
592364, 5194512, 1.22, 704.79, 164.52, 0.33, 13.11, 4.99, 34.206486, -95.548556, 2001.8167, 170.26, 4.85
617452, 5193989, 3.43, 630.85, 170.86, 0.69, 38.10, 8.42, 34.159457, -95.216239, 1983.7944, 178.12, 4.52
430228, 5195513, 35.53, 418.91, 256.50, 0.54, 85.34, 5.54, 34.157221, -96.987293, 2015.3444, 274.93, -16.56
424264, 5194491, 34.58, 678.48, 243.37, 0.74, 71.63, 7.63, 34.136410, -96.985033, 1999.9944, 270.33, -6.88
592470, 5194551, 20.82, 777.07, 149.89, 0.46, 30.48, 5.96, 34.120088, -95.558176, 2003.3583, 167.40, -2.85
707218, 5194647, 8.98, 323.93, 154.08, 0.39, 30.48, 5.33, 34.113882, -95.750339, 2005.0389, 163.55, 0.88
424264, 5194019, 32.18, 931.69, 219.47, 0.74, 54.86, 7.63, 34.101943, -97.000228, 1985.6806, 251.18, 0.27
424246, 5194580, 6.12, 203.00, 253.99, 0.49, 16.15, 6.48, 34.098963, -96.863963, 2000.0028, 255.55, -4.07
3132243, 5194760, 14.62, 854.97, 285.08, 0.54, 33.53, 6.17, 34.097249, -97.448890, 2006.6444, 303.68, 4.52
8359097, 5194839, 7.96, 446.49, 247.80, 1.64, 12.19, 366.25, 34.082739, -97.975986, 2007.1944, 258.76, 4.64
424250, 5194852, 29.68, 763.21, 232.53, 0.63, 71.63, 6.17, 34.105890, -96.949615, 2007.7222, 266.32, 4.74
3132243, 5195486, 5.15, 295.21, 283.98, 0.54, 22.71, 6.17, 34.095223, -97.442708, 2000.0028, 291.44, 2.85
707224, 5195436, 20.90, 625.15, 147.00, 0.42, 35.97, 5.22, 34.097752, -95.766796, 2011.4083, 165.26, -2.22
592518, 5193608, 18.12, 826.78, 158.82, 0.26, 97.54, 5.02, 34.056854, -95.296020, 1907.0028, 163.74, -12.94
423388, 5194819, 14.92, 631.66, 211.68, 1.02, 45.72, 28.98, 34.051970, -97.169200, 2007.2278, 237.91, 12.33
424282, 5193976, 27.13, 462.41, 248.55, 0.43, 38.10, 6.38, 34.042451, -96.832000, 1986.2194, 256.43, -18.82
3132325, 5195231, 6.84, 158.14, 243.39, 0.78, 27.43, 8.25, 34.041896, -97.398050, 2012.4944, 255.46, 6.01
3132369, 5194868, 40.27, 470.32, 251.81, 0.55, 60.96, 6.19, 34.023981, -97.329893, 2007.8750, 275.21, -16.32
8359109, 5193987, 4.73, 424.79, 249.18, 1.66, 9.75, 351.08, 34.003398, -97.953065, 1988.7833, 251.29, -0.96
617516, 5194066, 13.30, 403.59, 124.09, 0.38, 21.95, 5.01, 34.013603, -95.061126, 1986.1528, 144.44, 7.43
617728, 5193924, 22.49, 440.40, 152.92, 0.15, 36.58, 8.17, 34.010833, -95.089275, 1907.0028, 165.63, -9.63
426114, 5193977, 34.25, 365.52, 209.91, 0.65, 66.45, 15.40, 33.999869, -96.871712, 1987.0000, 230.27, -13.24
707350, 5194195, 7.19, 873.70, 125.31, 2.87, 97.54, 202.28, 34.011141, -95.715466, 1991.4306, 143.55, 13.92
618424, 5194068, 4.88, 341.71, 121.23, 0.37, 21.34, 4.78, 33.987735, -94.844880, 1983.3111, 125.77, 0.03
618460, 5193923, 6.00, 295.35, 109.69, 0.89, 18.90, 16.16, 33.982887, -94.746989, 1907.0028, 124.25, 9.45
431536, 5194837, 0.69, 603.07, 214.18, 0.41, 18.29, 5.19, 33.982846, -96.526186, 2007.5194, 225.09, 10.63
593682, 5194779, 4.31, 853.58, 115.48, 2.83, 16.15, 97.90, 33.967115, -95.341329, 2006.5556, 124.50, 7.54
3133829, 5194204, 9.92, 222.29, 248.22, 0.65, 12.19, 6.93, 33.948626, -97.944926, 1990.9333, 259.73, 2.24
431644, 5194884, 7.75, 136.99, 196.95, 0.43, 24.38, 5.36, 33.958588, -96.501235, 2008.4889, 203.48, -0.79
3133829, 5195447, 7.54, 222.29, 248.22, 0.65, 12.19, 6.93, 33.948626, -97.944926, 2000.0028, 259.73, 4.62
9541905, 5194024, 36.54, 316.64, 140.36, 0.32, 96.01, 5.51, 33.944416, -94.944994, 1988.9250, 150.74, -25.84
709054, 5194535, 17.25, 337.40, 134.08, 0.60, 43.28, 7.55, 33.952736, -95.699430, 2002.9222, 143.96, -6.77
709066, 5194579, 7.09, 840.88, 124.18, 2.98, 31.39, 125.01, 33.931524, -95.642820, 2004.0611, 130.47, 2.18
426120, 5194921, 17.14, 730.20, 190.68, 0.84, 45.72, 0.00, 33.939304, -96.784160, 2009.0389, 210.35, 3.37
8349811, 5194296, 36.82, 525.41, 166.61, 0.65, 89.61, 8.68, 33.911518, -96.216463, 1992.4694, 180.57, -22.21
3133883, 5194964, 12.43, 155.55, 241.45, 0.65, 24.38, 6.95, 33.907357, -97.328788, 2010.2806, 249.46, -3.77
8350435, 5194503, 8.75, 374.42, 189.02, 0.59, 11.58, 7.47, 33.903607, -96.532349, 2001.1056, 201.34, 4.16
426320, 5194289, 19.69, 677.68, 186.42, 1.02, 48.77, 91.47, 33.883752, -96.801691, 1992.8361, 199.61, -5.48
3134591, 5194714, 2.09, 761.13, 204.49, 3.25, 18.29, 138.46, 33.876282, -97.260025, 2006.1139, 210.04, 6.71
9542091, 5194199, 8.34, 349.86, 120.16, 0.45, 18.29, 6.64, 33.837873, -94.674020, 1991.2194, 132.46, 4.41
8350447, 5194854, 11.99, 458.41, 172.61, 0.84, 15.54, 10.66, 33.822008, -96.501397, 2007.8333, 187.31, 3.55
8349901, 5195479, 9.43, 319.82, 181.40, 0.66, 21.34, 7.33, 33.813159, -96.466352, 2000.0028, 185.87, -4.30
8349877, 5194336, 2.45, 439.35, 147.03, 0.88, 15.54, 11.80, 33.797991, -96.188088, 1994.0472, 147.76, -0.84
8349901, 5195520, 8.48, 277.55, 168.34, 0.66, 21.34, 7.33, 33.798899, -96.457923, 2000.0028, 175.65, -0.51
424932, 5194761, 17.18, 982.23, 249.83, 0.47, 30.48, 7.22, 33.780443, -97.122149, 2000.6694, 253.69, -12.85
3134299, 5194762, 9.41, 851.66, 235.05, 0.56, 32.00, 7.37, 33.774176, -97.159998, 2006.6722, 248.14, 4.24
8349931, 5194840, 12.55, 524.25, 180.85, 0.24, 17.07, 5.62, 33.764584, -96.342822, 2007.5667, 195.02, 1.86
